id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
2962	pt c	-0.247	0.7659	1	266	478	27	2016.6667
2963	public policy	-0.3735	-0.7621	2	199	305	23	2016.1739
2964	pufa	-0.8051	0.1387	4	342	633	36	2017.6389
2965	pulp mill	-0.439	-0.5295	2	269	387	27	2014.8148
2966	pure biodiesel	0.6551	-0.0644	3	646	1273	86	2014.907
2967	pure diesel	1.1084	-0.1457	3	743	2247	130	2016.7923
2968	pure diesel fuel	1.1059	-0.2453	3	368	760	46	2016.413
2969	pure gasoline	1.0165	-0.382	3	217	387	22	2016.8636
2970	pure glycerol	-0.5465	0.3747	4	211	297	20	2015.1
2971	purification step	-0.2774	0.2242	1	136	165	12	2014.9167
2972	pursuit	-0.1723	-0.6632	2	197	233	14	2013.7857
2973	py gc ms	-0.1518	0.5794	1	138	207	13	2018.4615
2974	pyrene	0.3441	-0.0614	3	170	282	22	2014.6364
2975	pyrogallol	0.5043	0.2477	1	159	263	21	2016.6667
2976	pyrolysis bio oil	-0.0116	0.3169	1	487	848	63	2016.9841
2977	pyrolysis characteristic	-0.0543	0.547	1	107	166	14	2018.4286
2978	pyrolysis condition	-0.1025	0.4426	1	206	290	24	2015.4583
2979	pyrolysis kinetic	0.2961	0.3865	3	117	141	11	2018.4545
2980	pyrolysis product	-0.1286	0.4791	1	396	719	57	2017.3684
2981	pyrolysis reactor	-0.0529	0.3499	1	309	448	30	2017.8333
2982	pyrolysis temperature	-0.1769	0.501	1	460	999	71	2017.1408
2983	pyrolysis vapor	-0.1862	0.5593	1	225	356	22	2016.6364
2984	pyrolytic bio oil	-0.1734	0.6391	1	145	220	13	2018.4615
2985	pyrolytic oil	-0.0806	0.6329	1	262	383	28	2017.5
2986	quadratic model	0.0062	0.5952	1	233	322	17	2017.7059
2987	quarter	-0.0901	-0.7051	2	212	262	15	2014.1333
2988	question	-0.2525	-0.6342	2	692	1313	109	2014.4312
2989	questionnaire	-0.496	-0.8825	2	130	203	14	2015.0714
2990	r & d	-0.3652	-0.7127	2	165	217	21	2012.2857
2991	r min	1.1534	-0.1002	3	248	374	20	2015
2992	r toruloide	-0.9323	0.1634	4	170	256	14	2017.5
2993	r2 value	0.2619	0.3617	1	193	254	17	2017.6471
2994	raceway pond	-0.7677	-0.0175	4	302	458	26	2017.2692
2995	radical	0.6094	0.2949	3	468	1010	72	2017.5278
2996	rail	-0.2433	-0.8127	2	190	257	16	2014.375
2997	rainfall	-0.6255	-0.6666	2	200	297	19	2011.9474
2998	raman	0.2448	0.4533	1	204	318	20	2015.85
2999	raman spectroscopy	0.3656	0.4479	1	277	399	28	2016.5714
3000	rancimat	0.1463	0.3171	1	98	137	14	2015.3571
3001	rancimat method	0.1874	0.3444	1	136	214	27	2015.4074
3002	rape	-0.4204	-0.6608	2	233	317	21	2012.3333
3003	rape methyl ester	-0.2434	-0.6327	2	104	121	12	2005.0833
3004	rapeseed methyl ester	0.6138	-0.3635	3	522	992	74	2013.3784
3005	rapid compression machine	0.7879	0.2593	3	132	259	18	2016.7222
3006	rat	0.3445	-0.3049	3	105	200	18	2016.1667
3007	rate coefficient	0.4201	0.3809	3	107	183	16	2018.125
3008	rate constant	0.2238	0.523	1	420	745	57	2015.4912
3009	rational design	-0.3869	0.4951	4	153	191	13	2016.4615
3010	raw bio oil	-0.1914	0.7608	1	195	373	24	2015.8333
3011	raw glycerol	-0.7595	0.3503	4	115	181	12	2012.9167
3012	rbo	0.8317	0.3379	3	152	203	10	2014.7
3013	rcci	1.3642	-0.2838	3	250	515	23	2019.087
3014	reactant	0.0706	0.6642	1	729	1703	111	2015.7748
3015	reaction	0.0435	0.5347	1	2486	16817	1186	2016.1315
3016	reaction condition	-0.1714	0.7287	1	1046	3274	215	2016.3395
3017	reaction cycle	-0.1926	0.8693	1	212	341	18	2016.7222
3018	reaction kinetic	0.1174	0.5766	1	460	816	53	2016.6981
3019	reaction mechanism	0.308	0.476	1	792	1744	113	2016.4956
3020	reaction medium	-0.2349	0.6759	1	329	525	36	2015.9722
3021	reaction mixture	-0.1564	0.6508	1	453	850	62	2014.2258
3022	reaction order	0.1338	0.5791	1	123	168	14	2016.2857
3023	reaction parameter	-0.0369	0.762	1	727	1974	118	2016.4322
3024	reaction path analysis	0.6931	0.3136	3	109	179	10	2016.5
3025	reaction pathway	0.2058	0.566	1	687	1781	109	2017.0183
3026	reaction product	-0.1389	0.5564	1	359	553	43	2016.2791
3027	reaction rate	-0.0244	0.5466	1	726	1507	109	2015.3394
3028	reaction system	-0.1422	0.7799	1	390	637	40	2014.7
3029	reaction temperature	-0.0886	0.7573	1	1520	8182	496	2015.8347
3030	reaction time	-0.0922	0.7207	1	1640	9582	585	2016.2786
3031	reaction variable	-0.1029	0.7541	1	223	371	24	2016.625
3032	reaction yield	-0.0623	0.641	1	180	259	20	2016.4
3033	reactive distillation	-0.3326	0.3874	1	148	182	18	2014
3034	reactive oxygen species	0.2886	-0.2227	3	212	315	23	2015.1304
3035	reactivity	0.6966	0.1399	3	1040	2766	177	2016.8249
3036	reactor temperature	0.1254	0.6269	1	110	140	14	2016
3037	real world	0.5949	-0.4229	3	126	153	11	2014.3636
3038	reasonable agreement	0.3644	0.2053	3	187	270	18	2014.8889
3039	recent advancement	-0.6574	0.1167	4	128	152	12	2019.5833
3040	recent progress	-0.3843	-0.0036	2	126	157	13	2017.0769
3041	recommendation	-0.2732	-0.6311	2	688	1254	93	2014.2688
3042	reference fuel	0.8032	-0.2216	3	475	856	54	2015.7407
3043	reference method	0.1595	0.2968	1	109	168	17	2014.1176
3044	refiner	-0.3659	-0.7588	2	147	203	21	2009.5714
3045	refractive index	0.0615	0.4668	1	301	536	42	2016
3046	regression	0.2618	0.0284	1	405	693	66	2015.3788
3047	regression coefficient	0.5208	0.0955	3	204	275	18	2018.6667
3048	regular diesel	0.6775	0.0007	3	278	422	26	2015.5
3049	regular diesel fuel	0.8144	-0.1804	3	225	317	19	2013.6316
3050	regulated emission	0.7676	-0.386	3	303	544	30	2013.2667
3051	regulator	-0.4962	-0.2803	2	235	300	24	2014.6667
3052	relative abundance	-0.1245	0.1902	4	127	175	15	2016.8667
3053	relative content	-0.2697	0.6427	1	174	225	14	2017.7857
3054	relative error	0.5452	0.0722	3	213	300	22	2017.5909
3055	reliance	-0.2664	-0.5253	2	506	838	53	2015.2642
3056	remediation	-0.6647	0.0099	4	310	460	35	2017.8857
3057	removal efficiency	-0.6425	0.259	4	363	626	46	2017.3913
3058	renewable alternative fuel	0.9264	-0.1899	3	209	271	16	2016.875
3059	renewable diesel production	-0.4948	-0.1107	2	188	247	16	2017.375
3060	renewable electricity	-0.4247	-0.7303	2	169	234	19	2016.4737
3061	renewable energy directive	-0.4044	-0.8491	2	354	657	43	2016.6744
3062	renewable energy production	-0.4839	-0.4941	2	204	244	17	2019.4118
3063	renewable energy technology	-0.4448	-0.6859	2	151	178	15	2015.3333
3064	renewable fuel standard	-0.4908	-0.7705	2	365	745	53	2015.6604
3065	renewable gasoline	-0.6434	-0.5772	2	156	197	11	2015.4545
3066	renewable hydrocarbon	-0.385	0.6467	1	137	163	10	2018.6
3067	renewable jet fuel	-0.5328	-0.5889	2	277	461	30	2017.2667
3068	renewable transportation fuel	-0.3453	-0.057	2	164	189	14	2014.7857
3069	repeatability	0.2998	0.1775	1	125	142	17	2015.5882
3070	replication	-0.5094	-0.39	2	136	158	15	2014.3333
3071	research octane number	0.6719	0.1476	3	192	277	20	2017.7
3072	research work	0.7214	0.0365	3	728	1539	91	2017.044
3073	resident	-0.024	-0.5829	2	121	153	13	2014.3077
3074	residual glycerol	-0.4493	0.1938	4	119	138	10	2015.3
3075	resource use	-0.5418	-0.7847	2	166	219	15	2013.7333
3076	respondent	-0.4508	-0.84	2	171	253	20	2015.55
3077	response surface	-0.2657	0.3558	1	175	228	15	2016.3333
3078	response surface methodology	0.0644	0.4864	1	1457	5961	331	2017.3202
3079	retention time	-0.2952	0.3955	1	193	239	20	2015.7
3080	return	-0.5467	-0.4747	2	700	1722	107	2015.5234
3081	reusability	-0.1677	0.9163	1	547	1433	78	2018.2821
3082	reusability study	-0.0191	0.9747	1	175	251	12	2018.1667
3083	rev min	1.2589	-0.3129	3	124	229	11	2014.2727
3084	revenue	-0.5584	-0.5773	2	453	818	58	2015.6552
3085	review article	-0.4884	-0.1329	4	118	137	13	2018.7692
3086	rfs	-0.5427	-0.8075	2	131	217	16	2016.625
3087	rfs2	-0.5809	-0.7668	2	165	237	15	2014.2667
3088	rhodosporidium toruloide	-0.9072	0.1967	4	212	378	21	2018.2857
3089	rice bran oil	0.7321	0.2557	3	343	670	41	2014.8049
3090	ricinus communis l	-0.3967	-0.4875	2	94	114	11	2015.3636
3091	rin	-0.5392	-0.7621	2	112	163	12	2016.6667
3092	ring	0.3357	0.3205	3	444	702	58	2015.8103
3093	risk	-0.281	-0.5758	2	1071	2575	187	2015.9412
3094	river	-0.6306	-0.3	4	136	160	15	2014.7333
3095	rmse	0.5844	0.0112	3	198	310	18	2019.1111
3096	rmsep	0.3533	0.107	1	92	189	19	2015.2632
3097	road	-0.0803	-0.6543	2	508	784	57	2015.2632
3098	road transport	-0.1255	-0.7526	2	356	549	43	2014.7209
3099	road transport sector	-0.2076	-0.8008	2	225	357	25	2015.28
3100	road transportation	-0.1892	-0.5406	2	146	189	16	2015.6875
3101	roi	-0.65	-0.1768	2	181	228	12	2017.9167
3102	ron	0.7107	0.1189	3	195	289	21	2018.1429
3103	root mean square error	0.4095	0.0727	1	171	230	13	2017.9231
3104	ros	0.2521	-0.236	3	141	191	14	2015.5714
3105	rotation	-0.3409	-0.5204	2	379	615	39	2016.1795
3106	rotational speed	0.5928	0.0271	3	241	358	25	2016.76
3107	rpm	0.8711	0.0921	3	1695	9216	485	2017.0742
3108	rsd	0.1448	0.2614	1	103	117	12	2014.3333
3109	rsm	0.1776	0.4623	1	1202	4174	218	2017.5596
3110	rsm model	0.4409	0.3021	3	180	275	15	2019.6667
3111	ru c	-0.2107	0.7097	1	211	335	19	2015.6842
3112	rubber seed	-0.1456	0.0978	1	111	138	12	2015.9167
3113	rural community	-0.448	-0.7571	2	213	329	22	2014
3114	rural development	-0.4916	-0.8619	2	294	542	36	2013.7222
3115	russia	0.1971	-0.618	2	126	168	13	2015.4615
3116	s cerevisiae	-0.7843	0.1736	4	171	322	21	2016.1905
3117	s obliquus	-1.0351	0.164	4	170	283	16	2017.5625
3118	saccharification	-0.6144	0.2064	4	306	473	29	2018
3119	saccharomyces cerevisiae	-0.6612	0.2237	4	403	742	55	2016.8
3120	saf	-0.6484	-0.2362	2	135	174	11	2020.3636
3121	sale	-0.3187	-0.6831	2	377	610	47	2014.1277
3122	salinity	-0.7661	-0.116	4	418	754	51	2015.9412
3123	sample preparation	0.1608	0.2833	1	95	124	19	2016.7895
3124	sao paulo	0.0054	-0.6688	2	195	285	22	2015.0909
3125	sapo	-0.1652	0.7689	1	172	266	17	2019.5294
3126	saponification	-0.2732	0.4285	1	321	470	33	2015.5152
3127	saponification number	-0.3223	0.2117	4	100	161	16	2014.125
3128	saponification value	-0.1407	0.3904	1	391	779	51	2015.8627
3129	saturated fatty acid	-0.6075	0.1826	4	569	1171	76	2016.25
3130	sauter mean diameter	1.2756	-0.0781	3	182	353	23	2016.087
3131	saving	-0.301	-0.6038	2	1053	2487	175	2014.5886
3132	sawdust	-0.25	0.296	1	368	534	41	2017.6829
3133	sba	-0.0771	0.8879	1	441	913	54	2017.5556
3134	scanning electron microscope	0.3096	0.4161	1	191	260	19	2016.5789
3135	scanning electron microscopy	0.007	0.6003	1	342	573	29	2018.8621
3136	scanning mobility particle sizer	0.9632	-0.3322	3	133	200	11	2012.7273
3137	scenario	-0.3909	-0.6251	2	1814	8809	611	2015.7512
3138	scenario analysis	-0.4626	-0.6932	2	313	486	28	2016.3929
3139	scenedesmus	-0.8702	0.1914	4	494	1051	62	2016.8387
3140	scenedesmus obliquus	-0.9068	0.2166	4	317	566	34	2016.3529
3141	scenedesmus sp	-0.8715	0.175	4	196	281	16	2016.5
3142	scg	-0.2008	0.0815	1	150	175	12	2019.25
3143	sco	-0.8649	0.151	4	186	254	16	2017.1875
3144	scr	0.8684	-0.367	3	338	640	36	2015.0833
3145	season	-0.3526	-0.381	2	639	1290	93	2015.6667
3146	seasonal variation	-0.3426	-0.3103	2	190	281	22	2016.2727
3147	seawater	-0.7029	-0.013	4	244	340	24	2016.6667
3148	sec	0.6867	0.0552	3	197	243	13	2016.3077
3149	second generation bioethanol	-0.5842	-0.365	2	119	135	13	2017.4615
3150	second order	0.0793	0.362	1	161	204	14	2015.2857
3151	second order model	0.0252	0.6307	1	123	199	17	2013.4706
3152	second phase	0.749	-0.3141	3	209	315	20	2013.85
3153	second step	-0.2512	0.3609	1	441	716	47	2015.234
3154	secondary organic aerosol	0.2881	-0.4815	2	117	187	16	2015.625
3155	sector	-0.1724	-0.6071	2	1726	6468	474	2016.038
3156	security	-0.2536	-0.6097	2	520	862	57	2014.2105
3157	security act	-0.5803	-0.6461	2	175	261	16	2011.875
3158	seed germination	-0.6126	-0.3782	2	104	129	12	2015.5833
3159	seed kernel	-0.2548	0.3071	1	130	165	13	2015.7692
3160	seed oil content	-0.5553	-0.2798	2	270	424	33	2015.3939
3161	seed production	-0.4737	-0.4876	2	174	232	19	2015.0526
3162	seed size	-0.5074	-0.1227	2	148	193	17	2017.2353
3163	seed weight	-0.5564	-0.1858	2	185	290	23	2014.4783
3164	seed yield	-0.5694	-0.4179	2	461	1074	80	2015.3
3165	seedling	-0.636	-0.3511	2	182	313	32	2013.0625
3166	selective catalytic reduction	0.9086	-0.3355	3	323	595	33	2015.8788
3167	selective conversion	-0.1288	0.7363	1	136	168	10	2018.1
3168	selective hydrogenation	-0.1548	0.8004	1	141	202	15	2017.2
3169	selectivity	-0.1186	0.7757	1	1253	5878	378	2017.3651
3170	selling price	-0.6192	-0.3767	2	491	1032	64	2018.1094
3171	sem	0.0254	0.7743	1	1216	4682	236	2017.9534
3172	sem eds	-0.038	0.5736	1	140	171	12	2015.75
3173	sem edx	0.0068	0.8704	1	204	296	16	2018.5625
3174	semi arid	-0.5195	-0.627	2	127	155	10	2014.9
3175	semi arid region	-0.4614	-0.447	2	153	184	15	2015.8667
3176	semi batch reactor	-0.0951	0.833	1	204	343	20	2017.8
3177	sensitivity analysis	-0.2918	-0.4242	2	1255	4044	262	2016.4656
3178	sequencing	-0.6735	0.0839	4	334	566	43	2016.7442
3179	sequestration	-0.4998	-0.474	2	364	532	34	2015.1471
3180	service	-0.3693	-0.7317	2	453	751	57	2013.8772
3181	sfa	-0.6785	0.1676	4	281	484	29	2017.8966
3182	sfc	1.355	-0.0963	3	381	930	46	2017.4783
3183	shake flask	-0.9079	0.2442	4	146	237	15	2016.1333
3184	shipping	-0.1673	-0.7991	2	189	269	17	2018.8235
3185	shock tube	0.7994	0.235	3	182	433	30	2015.8
3186	shock wave	0.6136	0.3049	3	117	211	14	2015.3571
3187	shoot	-0.4606	-0.2211	2	144	203	20	2014.75
3188	short	-0.3899	-0.5873	2	168	196	13	2017.1538
3189	short chain alcohol	-0.2365	0.4012	1	225	326	23	2012.7391
3190	short period	-0.6618	-0.089	4	138	179	11	2014.1818
3191	short reaction time	-0.1568	0.6467	1	150	189	12	2014.8333
3192	short residence time	-0.0339	0.4684	1	125	142	10	2016.8
3193	short time	-0.2233	0.6232	1	172	215	12	2017.5833
3194	shorter ignition delay	1.2917	-0.0957	3	289	604	32	2015.8438
3195	si al ratio	-0.0943	0.9116	1	216	347	19	2017.6842
3196	si engine	1.0614	-0.3565	3	323	681	41	2018.2195
3197	side reaction	-0.1528	0.7862	1	275	463	29	2018.069
3198	significant correlation	-0.1385	-0.118	4	154	187	13	2015.3077
3199	significant loss	-0.0981	0.8484	1	280	464	29	2016.9655
3200	significant part	-0.1844	-0.4455	2	139	150	10	2015.8
3201	silica	-0.197	0.7886	1	505	917	56	2017.1964
3202	silica gel	0.1039	0.5425	1	138	179	13	2013.8462
3203	simapro	-0.5579	-0.8097	2	192	303	16	2016.1875
3204	similar condition	0.4809	0.0707	3	214	279	14	2017.2857
3205	similar performance	0.7373	0.1925	3	137	164	10	2016.5
3206	simple method	0.1862	0.5003	1	135	144	12	2017
3207	simple sugar	-0.7795	-0.214	4	108	132	10	2014.1
3208	simulation study	0.7024	-0.0428	3	205	235	15	2016.6
3209	simultaneous determination	0.3055	0.2184	1	87	104	13	2016.5385
3210	simultaneous esterification	-0.3077	0.7531	1	160	218	12	2017.6667
3211	simultaneous extraction	-0.4244	0.3926	1	128	157	11	2016.4545
3212	simultaneous reduction	0.8782	-0.2464	3	337	563	28	2017.8214
3213	simultaneous saccharification	-0.641	0.081	4	180	273	20	2017.45
3214	single cell oil	-0.8311	0.2422	4	238	407	26	2016.8077
3215	single cylinder	1.356	-0.14	3	850	4398	217	2016.7327
3216	single cylinder ci engine	1.2542	-0.1248	3	229	445	24	2017.75
3217	single cylinder compression ignition engine	1.234	-0.1952	3	187	286	14	2018.2857
3218	single cylinder di diesel engine	1.4013	-0.0564	3	154	221	11	2016.1818
3219	single cylinder diesel engine	1.341	-0.149	3	690	2431	128	2016.6094
3220	single cylinder direct injection diesel engine	1.3534	-0.0249	3	199	315	17	2013.9412
3221	single cylinder engine	1.1803	-0.2595	3	326	556	34	2017.0294
3222	single step	0.0436	0.4704	1	289	397	25	2016.72
3223	sio2	-0.0043	0.8407	1	449	887	49	2017.3673
3224	situ	-0.3336	0.4123	1	342	451	33	2016.9091
3225	situ transesterification	-0.572	0.5013	4	134	188	13	2017.6923
3226	size distribution	0.6552	-0.1727	3	613	1268	86	2014.7326
3227	size range	0.5843	-0.3027	3	225	320	23	2014.1739
3228	skeletal mechanism	0.877	0.158	3	137	230	17	2018
3229	slight decrease	0.5442	-0.2511	3	188	247	14	2017.9286
3230	slight increase	1.0312	-0.1134	3	648	1535	82	2016.7683
3231	slight reduction	0.9678	-0.1993	3	291	454	25	2015.72
3232	slow pyrolysis	-0.176	0.31	1	227	330	25	2016.92
3233	small increase	0.7932	-0.1831	3	192	242	15	2014.9333
3234	small scale	-0.5613	-0.5197	2	315	431	32	2014.625
3235	smallholder	-0.5019	-0.9318	2	107	162	10	2015.7
3236	smd	1.2446	-0.0722	3	191	380	26	2016.1154
3237	sme	0.7153	-0.1327	3	337	544	41	2012.9512
3238	smoke	1.2263	-0.1976	3	1053	5445	285	2016.8351
3239	smoke density	1.3384	-0.148	3	241	500	28	2014.25
3240	smoke emission	1.3591	-0.1198	3	899	4867	246	2017.0285
3241	smoke level	1.4814	-0.2793	3	146	242	13	2009.7692
3242	smoke opacity	1.3245	-0.1402	3	668	2551	133	2016.3835
3243	smoke point	0.3998	0.2279	3	112	158	12	2018.1667
3244	smps	1.0136	-0.2918	3	121	180	10	2013.3
3245	sng	-0.4938	-0.5658	2	127	175	13	2014.0769
3246	so4	-0.2379	0.6125	1	175	233	15	2017.1333
3247	soa	0.33	-0.4745	2	117	173	15	2016
3248	soap formation	-0.2117	0.6587	1	148	216	15	2011.8667
3249	soc	0.0719	-0.5389	2	325	460	25	2016.56
3250	social aspect	-0.5054	-0.7537	2	140	185	16	2017.1875
3251	social benefit	-0.3811	-0.5575	2	232	274	16	2016.5
3252	social impact	-0.4523	-0.7638	2	252	367	25	2015.52
3253	society	-0.3481	-0.5101	2	664	1173	92	2016.0109
3254	sodium hydroxide	0.1793	0.4217	1	632	1396	95	2014.9263
3255	sodium methoxide	-0.0466	0.531	1	222	402	30	2012.8333
3256	sofc	-0.3043	-0.29	2	88	116	12	2017.0833
3257	soil amendment	-0.5387	-0.3034	2	182	241	17	2018.9412
3258	soil condition	-0.5838	-0.5587	2	170	206	14	2014
3259	soil organic carbon	-0.5854	-0.6435	2	217	331	17	2015.2941
3260	soil property	-0.7003	-0.559	2	88	123	10	2017
3261	soil quality	-0.6375	-0.6225	2	119	134	10	2014.7
3262	sol gel method	-0.0204	0.8157	1	166	224	13	2018.2308
3263	solar energy	-0.5843	-0.3383	2	407	585	45	2014.9333
3264	sole carbon source	-0.8105	0.2863	4	207	347	24	2016.375
3265	solid acid	-0.2438	0.777	1	337	599	34	2016.0294
3266	solid acid catalyst	-0.2125	0.8168	1	589	1438	86	2016.7209
3267	solid base catalyst	-0.0729	1.0303	1	305	669	33	2016.697
3268	solid catalyst	-0.1696	0.8532	1	413	844	47	2016.5957
3269	solid oxide fuel cell	-0.3013	-0.3543	2	117	155	15	2017.6667
3270	solid product	-0.1612	0.5543	1	130	176	14	2017.6429
3271	solid ratio	-0.4065	0.4055	1	134	190	15	2016.6
3272	solid residue	-0.4562	0.2112	1	282	379	30	2017.8333
3273	solid state fermentation	-0.6084	0.1887	4	141	191	13	2017.9231
3274	solketal	0.324	0.1894	3	128	156	12	2018.75
3275	solvent extraction method	-0.0075	0.2163	1	174	213	14	2017.5714
3276	solvent free condition	-0.0901	0.9027	1	176	272	17	2017.6471
3277	solvent free system	-0.2713	0.6469	1	119	170	12	2015.5
3278	solvent system	-0.5595	0.4052	4	217	286	20	2015.25
3279	sonication	-0.3085	0.4696	1	231	324	22	2017.0909
3280	soot	0.9218	-0.0436	3	741	1966	126	2015.7857
3281	soot emission	1.1865	-0.1336	3	587	1571	85	2016.9176
3282	soot formation	0.9203	0.0657	3	335	614	39	2017.2821
3283	soot particle	0.7309	0.0676	3	275	543	39	2017.3077
3284	soot reactivity	0.8241	0.1121	3	126	178	11	2017
3285	soot reduction	1.0162	-0.016	3	155	215	13	2016.2308
3286	soot sample	0.7616	0.1179	3	125	191	13	2016.4615
3287	sooting tendency	0.6045	0.1012	3	243	337	26	2017.6538
3288	sorbitol	-0.1479	0.4589	1	188	250	15	2017.1333
3289	sorghum	-0.5609	-0.4455	2	211	263	18	2018.0556
3290	sorption	-0.1061	0.4781	1	243	333	25	2016.04
3291	source apportionment	0.1275	-0.4431	2	115	169	14	2013.8571
3292	south	-0.4104	-0.7378	2	211	296	19	2014.2632
3293	south africa	-0.515	-0.6483	2	301	423	26	2013.7308
3294	south america	-0.3813	-0.4628	2	203	248	19	2015.3158
3295	south korea	-0.5733	-0.4782	2	89	106	10	2014.9
3296	southeast asia	-0.3551	-0.6235	2	160	207	16	2013.125
3297	sowing	-0.6177	-0.5202	2	157	232	18	2014.0556
3298	soxhlet	-0.529	0.2675	4	168	220	15	2015.9333
3299	soxhlet apparatus	-0.0859	0.479	1	137	161	10	2015.6
3300	soxhlet extraction	-0.3619	0.2641	1	170	211	17	2016.9412
3301	soxhlet extraction method	-0.4821	0.198	4	132	153	10	2018.7
3302	soxhlet method	-0.3939	0.0718	4	143	165	12	2016.5
3303	soy methyl ester	0.809	-0.0318	3	136	196	17	2012.1765
3304	soy oil	-0.1451	-0.6944	2	108	127	13	2013.8462
3305	soybean methyl ester	0.8689	-0.1708	3	196	251	16	2013
3306	soybean oil methyl ester	0.5425	0.0454	3	117	158	13	2013.7692
3307	spain	-0.4249	-0.6945	2	402	663	54	2014.0556
3308	span	0.6822	-0.1866	3	296	501	33	2017.0606
3309	spark	0.8703	-0.3798	3	259	385	24	2014.2917
3310	spark ignition	0.9129	-0.2566	3	427	817	47	2017.0426
3311	spark ignition engine	0.8686	-0.2621	3	572	1330	93	2016.4516
3312	specialty chemical	-0.4359	0.23	1	141	166	14	2015.1429
3313	specific energy consumption	1.218	-0.0273	3	283	506	25	2015.2
3314	specific fuel consumption	1.243	-0.1781	3	989	5057	272	2016.2132
3315	specific gravity	0.0226	0.3602	1	569	1094	76	2015.2763
3316	specific growth rate	-0.9658	0.2174	4	290	590	33	2017.9091
3317	specific surface area	-0.0232	0.7461	1	457	811	51	2018.6667
3318	spectrometry	0.0847	0.2823	1	964	1919	160	2016.1562
3319	spectroscopy	0.1533	0.4911	1	1448	4675	299	2017.1973
3320	speed	0.6968	0.0096	3	1526	5428	333	2015.8919
3321	spirulina	-0.5828	0.2655	4	215	274	17	2018.5294
3322	spirulina platensis	-0.4503	0.355	1	152	188	12	2018.4167
3323	spray	1.1655	-0.1118	3	508	1545	103	2015.767
3324	spray angle	1.3113	-0.1092	3	124	213	17	2015.8824
3325	spray behavior	1.1962	-0.1081	3	139	226	16	2014.75
3326	spray characteristic	1.2854	-0.1023	3	355	988	66	2016.2879
3327	spray combustion	1.0606	0.0301	3	134	231	19	2016.5263
3328	spray cone angle	1.3426	-0.1141	3	144	274	18	2016.5556
3329	spray penetration	1.3082	-0.146	3	183	356	21	2016.4286
3330	spray tip penetration	1.2805	-0.0925	3	155	300	19	2016.5263
3331	spring	-0.3631	-0.3278	2	388	670	50	2014.92
3332	square	0.3531	0.0304	1	235	427	38	2015.8158
3333	square error	0.6115	0.0487	1	124	192	14	2015.7143
3334	squares regression	0.2962	0.1971	1	98	159	13	2015
3335	ssf	-0.6251	0.0902	4	218	318	20	2017.75
3336	stable combustion	1.0978	-0.1041	3	204	299	18	2018.1111
3337	stage process	-0.4939	0.3392	1	313	421	28	2016.7143
3338	stainless steel	0.1011	0.4207	1	136	185	19	2015.4737
3339	stakeholder	-0.4679	-0.8125	2	379	688	49	2016.1837
3340	stand	-0.2443	-0.5887	2	288	373	27	2014.8148
3341	standard diesel	0.9568	-0.2629	3	286	512	36	2016.5556
3342	standard diesel fuel	0.8662	-0.1636	3	274	404	27	2016.0741
3343	standard limit	0.1183	0.1339	1	282	404	25	2018.16
3344	standard specification	-0.2004	0.3967	1	296	412	29	2015.6552
3345	standard test method	0.5566	0.264	3	154	227	17	2014
3346	standard value	-0.0409	0.5575	1	127	157	11	2018.1818
3347	starch	-0.6396	-0.142	4	513	852	53	2014.283
3348	start	0.9984	-0.2242	3	774	1892	104	2016.0865
3349	stationary diesel engine	1.0942	-0.1149	3	193	322	18	2012.0556
3350	stationary phase	-0.7988	0.2198	4	295	523	33	2015.0606
3351	steady state condition	0.8763	-0.0843	3	264	428	26	2013.1923
3352	steady state operation	1.0656	-0.2532	3	173	245	13	2016.6923
3353	stearic acid	-0.4918	0.4846	4	771	1675	99	2016.0505
3354	step method	-0.2055	0.6334	1	219	301	18	2015.5556
3355	step process	-0.2491	0.5894	1	529	969	61	2016.2295
3356	step reaction	-0.199	0.7079	1	212	314	21	2014.9048
3357	step transesterification	0.2124	0.5171	1	173	238	15	2017.4667
3358	step transesterification process	0.3146	0.2483	1	152	197	14	2017.2857
3359	sterol	-0.3712	0.2576	1	147	169	14	2014.2143
3360	stofe	0.0294	-0.3769	2	168	221	19	2013.8421
3361	stoichiometric condition	0.9088	0.0512	3	133	192	13	2017.1538
3362	stomatal conductance	-0.6361	-0.2885	2	86	139	13	2013.5385
3363	straight run gas oil	-0.1937	0.2706	1	88	129	11	2017.1818
3364	strain	-0.7455	0.1419	4	1301	5684	384	2015.8646
3365	stress	-0.6326	-0.1118	4	607	1319	103	2016.301
3366	stress condition	-0.8806	0.0756	4	224	368	23	2016.1304
3367	stroke	1.3514	-0.1922	3	815	3583	178	2016.1629
3368	stroke diesel engine	1.3244	-0.0345	3	273	628	35	2018.2571
3369	stroke engine	0.5696	-0.5762	3	138	191	14	2014.1429
3370	strong acid site	-0.1084	0.9542	1	138	197	10	2019.5
3371	strong interaction	-0.0452	0.9078	1	144	184	11	2018.1818
3372	structural feature	0.0064	0.4741	1	151	170	12	2017.0833
3373	study area	-0.3828	-0.7058	2	117	147	12	2015.3333
3374	sub mechanism	0.8038	0.2248	3	129	240	16	2016.8125
3375	sub saharan africa	-0.3476	-0.7679	2	155	220	16	2015.1875
3376	subcritical water	-0.3466	0.6836	1	142	188	14	2015.3571
3377	subsequent conversion	-0.6619	0.1486	4	126	164	11	2015.3636
3378	subsidy	-0.4461	-0.7085	2	641	1431	99	2014.5051
